pais,semana,titulo,titulo_original,ano_lancamento,duracao_filme,generos,faixa_tempo
Brazil,2021-08-22,Sweet Girl,Sweet Girl,2021,110,"Action,Drama,Thriller",Filmes Longos
Brazil,2021-08-22,The Secret Diary of an Exchange Student,The Secret Diary of an Exchange Student,2021,96,"Comedy,Romance",Filmes Médios
Brazil,2021-08-22,The Kissing Booth 3,The Kissing Booth 3,2021,112,"Comedy,Romance",Filmes Longos
Brazil,2021-08-22,Beckett,Beckett,2021,110,"Action,Crime,Drama",Filmes Longos
Brazil,2021-08-22,Vivo,Vivo,2021,80,Documentary,Filmes Médios
Brazil,2021-08-22,Vivo,Vivo,2021,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-15,The Kissing Booth 3,The Kissing Booth 3,2021,112,"Comedy,Romance",Filmes Longos
Brazil,2021-08-15,Vivo,Vivo,2021,80,Documentary,Filmes Médios
Brazil,2021-08-15,Vivo,Vivo,2021,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-15,Beckett,Beckett,2021,110,"Action,Crime,Drama",Filmes Longos
Brazil,2021-08-15,Aftermath,Aftermath,2021,114,"Drama,Horror,Mystery",Filmes Longos
Brazil,2021-08-15,Aftermath,Aftermath,2021,174,"Biography,Documentary",Filmes Muito Longos
Brazil,2021-08-15,Resort to Love,Resort to Love,2021,101,"Comedy,Romance",Filmes Longos
Brazil,2021-08-15,The Last Mercenary,Le dernier mercenaire,2021,110,"Action,Adventure,Comedy",Filmes Longos
Brazil,2021-08-08,The Last Mercenary,Le dernier mercenaire,2021,110,"Action,Adventure,Comedy",Filmes Longos
Brazil,2021-08-08,Vivo,Vivo,2021,80,Documentary,Filmes Médios
Brazil,2021-08-08,Vivo,Vivo,2021,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-08,Resort to Love,Resort to Love,2021,101,"Comedy,Romance",Filmes Longos
Brazil,2021-08-08,Aftermath,Aftermath,2021,114,"Drama,Horror,Mystery",Filmes Longos
Brazil,2021-08-08,Aftermath,Aftermath,2021,174,"Biography,Documentary",Filmes Muito Longos
Brazil,2021-08-01,Blood Red Sky,Blood Red Sky,2021,121,"Action,Drama,Horror",Filmes Longos
Brazil,2021-08-01,Resort to Love,Resort to Love,2021,101,"Comedy,Romance",Filmes Longos
Brazil,2021-08-01,The Last Mercenary,Le dernier mercenaire,2021,110,"Action,Adventure,Comedy",Filmes Longos
Brazil,2021-08-01,Trollhunters: Rise of the Titans,Trollhunters: Rise of the Titans,2021,104,"Action,Adventure,Animation",Filmes Longos
Brazil,2021-07-25,Blood Red Sky,Blood Red Sky,2021,121,"Action,Drama,Horror",Filmes Longos
Brazil,2021-07-25,Trollhunters: Rise of the Titans,Trollhunters: Rise of the Titans,2021,104,"Action,Adventure,Animation",Filmes Longos
Brazil,2021-07-25,A Perfect Fit,A Perfect Fit,2021,112,"Comedy,Drama,Romance",Filmes Longos
Brazil,2021-07-25,Major Grom: Plague Doctor,Mayor Grom: Chumnoy Doktor,2021,136,"Action,Crime",Filmes Longos
Brazil,2021-07-18,Major Grom: Plague Doctor,Mayor Grom: Chumnoy Doktor,2021,136,"Action,Crime",Filmes Longos
Brazil,2021-07-11,Major Grom: Plague Doctor,Mayor Grom: Chumnoy Doktor,2021,136,"Action,Crime",Filmes Longos
Brazil,2021-07-04,Fatherhood,Fatherhood,2021,,Adult,
Brazil,2021-07-04,Fatherhood,Fatherhood,2021,109,"Comedy,Drama",Filmes Longos
Brazil,2024-02-04,Finding You,Finding You,2019,97,"Drama,Romance",Filmes Médios
Brazil,2024-02-04,Finding You,Finding You,2020,119,"Drama,Romance",Filmes Longos
Brazil,2024-02-04,Mindcage,Mindcage,2022,96,"Crime,Drama,Mystery",Filmes Médios
Brazil,2024-02-04,Society of the Snow,La sociedad de la nieve,2023,144,"Adventure,Drama,History",Filmes Longos
Brazil,2024-01-28,Mindcage,Mindcage,2022,96,"Crime,Drama,Mystery",Filmes Médios
Brazil,2024-01-28,Society of the Snow,La sociedad de la nieve,2023,144,"Adventure,Drama,History",Filmes Longos
Brazil,2024-01-28,The Kitchen,A Cozinha,2022,61,Drama,Filmes Médios
Brazil,2024-01-28,The Kitchen,The Kitchen,2023,,Comedy,
Brazil,2024-01-28,The Kitchen,The Kitchen,2023,107,"Adventure,Drama,Sci-Fi",Filmes Longos
Brazil,2024-01-28,The Kitchen,The Kitchen,2019,102,"Action,Crime,Drama",Filmes Longos
Brazil,2024-01-28,The Kitchen,The Kitchen. World Chef Battle,2017,,Drama,
Brazil,2024-01-28,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019,130,"Action,Crime,Thriller",Filmes Longos
Brazil,2024-01-28,Stillwater,Stillwater,2021,139,"Crime,Drama,Mystery",Filmes Longos
Brazil,2024-01-28,Stillwater,Stillwater,2018,92,"Mystery,Thriller",Filmes Médios
Brazil,2024-01-21,Stillwater,Stillwater,2021,139,"Crime,Drama,Mystery",Filmes Longos
Brazil,2024-01-21,Stillwater,Stillwater,2018,92,"Mystery,Thriller",Filmes Médios
Brazil,2024-01-21,Mindcage,Mindcage,2022,96,"Crime,Drama,Mystery",Filmes Médios
Brazil,2024-01-21,Society of the Snow,La sociedad de la nieve,2023,144,"Adventure,Drama,History",Filmes Longos
Brazil,2024-01-21,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019,130,"Action,Crime,Thriller",Filmes Longos
Brazil,2024-01-21,Wild,Wild,2016,107,"Comedy,Drama",Filmes Longos
Brazil,2024-01-21,Wild,Wild,2021,88,Documentary,Filmes Médios
Brazil,2024-01-21,Wild,Dikaya,2022,107,"Adventure,Comedy",Filmes Longos
Brazil,2024-01-21,Wild,Wild,2014,115,"Adventure,Biography,Drama",Filmes Longos
Brazil,2024-01-21,Wild,Wild,2016,97,"Drama,Mystery",Filmes Médios
Brazil,2024-01-21,Wild,Wild,2018,80,Documentary,Filmes Médios
Brazil,2024-01-21,Wild,Sauvages,2018,92,"Drama,Romance",Filmes Médios
Brazil,2024-01-21,Wild,Pere,2018,60,Documentary,Filmes Médios
Brazil,2024-01-21,A Day to Die,A Day to Die,2022,105,"Action,Crime,Drama",Filmes Longos
Brazil,2024-01-14,Society of the Snow,La sociedad de la nieve,2023,144,"Adventure,Drama,History",Filmes Longos
Brazil,2024-01-14,A Day to Die,A Day to Die,2022,105,"Action,Crime,Drama",Filmes Longos
Brazil,2024-01-14,Exodus: Gods and Kings,Exodus: Gods and Kings,2014,150,"Action,Adventure,Drama",Filmes Muito Longos
Brazil,2024-01-07,Society of the Snow,La sociedad de la nieve,2023,144,"Adventure,Drama,History",Filmes Longos
Brazil,2024-01-07,Exodus: Gods and Kings,Exodus: Gods and Kings,2014,150,"Action,Adventure,Drama",Filmes Muito Longos
Brazil,2024-01-07,Top Gun: Maverick,Top Gun: Maverick,2022,130,"Action,Drama",Filmes Longos
Brazil,2024-01-07,The Book of Life,The Book of Life,2014,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2024-01-07,The Book of Life,The Book of Life,2017,120,Thriller,Filmes Longos
Brazil,2024-01-07,The Descendants,The Descendants,2016,80,Drama,Filmes Médios
Brazil,2023-12-31,Top Gun: Maverick,Top Gun: Maverick,2022,130,"Action,Drama",Filmes Longos
Brazil,2023-12-31,The Book of Life,The Book of Life,2014,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-12-31,The Book of Life,The Book of Life,2017,120,Thriller,Filmes Longos
Brazil,2023-12-24,Top Gun: Maverick,Top Gun: Maverick,2022,130,"Action,Drama",Filmes Longos
Brazil,2023-12-17,Open Season: Scared Silly,Open Season: Scared Silly!,2015,84,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-12-17,Nobody,Nobody,2021,92,"Action,Crime,Drama",Filmes Médios
Brazil,2023-12-10,Nobody,Nobody,2021,92,"Action,Crime,Drama",Filmes Médios
Brazil,2023-12-10,Open Season: Scared Silly,Open Season: Scared Silly!,2015,84,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-12-03,The Ice Road,The Ice Road,2021,109,"Action,Adventure,Thriller",Filmes Longos
Brazil,2023-11-26,The Ice Road,The Ice Road,2021,109,"Action,Adventure,Thriller",Filmes Longos
Brazil,2023-11-26,F9: The Fast Saga,F9,2021,143,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-11-19,Monster Hunter,Monster Hunter,2019,,Action,
Brazil,2023-11-19,Monster Hunter,Monster Hunter,2020,77,Action,Filmes Médios
Brazil,2023-11-19,Monster Hunter,Monster Hunter,2020,103,"Action,Adventure,Fantasy",Filmes Longos
Brazil,2023-11-19,The Ice Road,The Ice Road,2021,109,"Action,Adventure,Thriller",Filmes Longos
Brazil,2023-11-19,F9: The Fast Saga,F9,2021,143,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-11-12,F9: The Fast Saga,F9,2021,143,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-11-12,Shark Bait,Shark Bait,2022,87,"Horror,Thriller",Filmes Médios
Brazil,2023-11-12,Crawlspace,Crawlspace,2022,90,Thriller,Filmes Médios
Brazil,2023-11-05,Shark Bait,Shark Bait,2022,87,"Horror,Thriller",Filmes Médios
Brazil,2023-11-05,Land,Land,2021,89,"Adventure,Drama",Filmes Médios
Brazil,2023-11-05,Land,Land,2021,76,Documentary,Filmes Médios
Brazil,2023-11-05,Land,Land,2018,111,Drama,Filmes Longos
Brazil,2023-11-05,Cold Pursuit,Cold Pursuit,2019,119,"Action,Comedy,Crime",Filmes Longos
Brazil,2023-10-29,Cold Pursuit,Cold Pursuit,2019,119,"Action,Comedy,Crime",Filmes Longos
Brazil,2023-10-22,The Lost City,The Lost City,2022,112,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-10-22,The Lost City,La ciudad perdida,2016,78,Documentary,Filmes Médios
Brazil,2023-10-22,Gemini Man,Gemini Man,2019,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2023-10-22,The Croods: A New Age,The Croods: A New Age,2020,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-10-15,The Lost City,The Lost City,2022,112,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-10-15,The Lost City,La ciudad perdida,2016,78,Documentary,Filmes Médios
Brazil,2023-10-15,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022,122,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-10-08,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022,122,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-10-08,The Croods: A New Age,The Croods: A New Age,2020,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-10-01,The Croods: A New Age,The Croods: A New Age,2020,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-10-01,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022,122,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-09-24,The Croods: A New Age,The Croods: A New Age,2020,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-09-24,Heatwave,Heatwave,2022,100,Thriller,Filmes Longos
Brazil,2023-09-17,Leatherface,Leatherface,2017,90,"Crime,Horror,Thriller",Filmes Médios
Brazil,2023-09-17,All My Life,All My Life,2020,91,"Drama,Romance",Filmes Médios
Brazil,2023-09-03,The Secret Life of Pets,The Secret Life of Pets,2016,87,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-08-27,The Secret Life of Pets,The Secret Life of Pets,2016,87,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-08-20,What Men Want,What Men Want,2019,117,"Comedy,Fantasy,Romance",Filmes Longos
Brazil,2023-08-13,What Men Want,What Men Want,2019,117,"Comedy,Fantasy,Romance",Filmes Longos
Brazil,2023-08-13,Run & Gun,The Ray,2022,96,"Action,Thriller",Filmes Médios
Brazil,2023-08-06,Woody Woodpecker,Woody Woodpecker,2017,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-07-30,Woody Woodpecker,Woody Woodpecker,2017,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-07-23,Woody Woodpecker,Woody Woodpecker,2017,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-07-23,Sing,Sing,2016,108,"Animation,Comedy,Family",Filmes Longos
Brazil,2023-07-16,Woody Woodpecker,Woody Woodpecker,2017,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-07-16,Sing,Sing,2016,108,"Animation,Comedy,Family",Filmes Longos
Brazil,2023-07-16,Old Henry,Old Henry,2021,99,"Action,Drama,Western",Filmes Médios
Brazil,2023-07-09,Woody Woodpecker,Woody Woodpecker,2017,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-07-09,Old Henry,Old Henry,2021,99,"Action,Drama,Western",Filmes Médios
Brazil,2023-07-09,The Silencing,The Silencing,2020,93,"Action,Crime,Mystery",Filmes Médios
Brazil,2023-07-09,Skyscraper,Skyscraper,2018,102,"Action,Adventure,Thriller",Filmes Longos
Brazil,2023-07-02,Woody Woodpecker,Woody Woodpecker,2017,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-07-02,The Silencing,The Silencing,2020,93,"Action,Crime,Mystery",Filmes Médios
Brazil,2023-06-25,Rumble,Rumble,2017,,Action,
Brazil,2023-06-25,Rumble,Rumble,2021,95,"Animation,Comedy,Family",Filmes Médios
Brazil,2023-06-25,Extraction,Extraction,2015,,"Action,Crime,Thriller",
Brazil,2023-06-25,Extraction,Extraction,2015,92,"Action,Thriller",Filmes Médios
Brazil,2023-06-25,Extraction,Extraction,2018,,Thriller,
Brazil,2023-06-25,Extraction,Extraction,2020,116,"Action,Thriller",Filmes Longos
Brazil,2023-06-18,Extraction,Extraction,2015,,"Action,Crime,Thriller",
Brazil,2023-06-18,Extraction,Extraction,2015,92,"Action,Thriller",Filmes Médios
Brazil,2023-06-18,Extraction,Extraction,2018,,Thriller,
Brazil,2023-06-18,Extraction,Extraction,2020,116,"Action,Thriller",Filmes Longos
Brazil,2023-06-18,Rumble,Rumble,2017,,Action,
Brazil,2023-06-18,Rumble,Rumble,2021,95,"Animation,Comedy,Family",Filmes Médios
Brazil,2023-06-18,Wonder Park,Wonder Park,2019,85,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-06-11,Shooter,Shooter,2022,143,Action,Filmes Longos
Brazil,2023-06-11,Shooter,Shooter,2016,,Action,
Brazil,2023-06-11,Wonder Park,Wonder Park,2019,85,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-06-04,2 Hearts,2 Hearts,2020,101,"Drama,Romance",Filmes Longos
Brazil,2023-05-28,2 Hearts,2 Hearts,2020,101,"Drama,Romance",Filmes Longos
Brazil,2023-05-28,Faithfully Yours,Faithfully Yours,2022,95,Thriller,Filmes Médios
Brazil,2023-05-28,The Great Wall,The Great Wall,2016,103,"Action,Adventure,Fantasy",Filmes Longos
Brazil,2023-05-28,The Great Wall,The Great Wall,2016,72,Documentary,Filmes Médios
Brazil,2023-05-21,Faithfully Yours,Faithfully Yours,2022,95,Thriller,Filmes Médios
Brazil,2023-05-21,Synchronic,Synchronic,2019,102,"Drama,Horror,Mystery",Filmes Longos
Brazil,2023-05-14,The Tournament,Le tournoi,2015,83,"Drama,Sport",Filmes Médios
Brazil,2023-05-14,Synchronic,Synchronic,2019,102,"Drama,Horror,Mystery",Filmes Longos
Brazil,2023-05-14,The Last Stand,The Last Stand,2022,54,Documentary,Filmes Médios
Brazil,2023-05-14,Kung Fu Panda 3,Kung Fu Panda 3,2016,95,"Action,Adventure,Animation",Filmes Médios
Brazil,2023-05-07,Wind River,Wind River,2017,107,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-05-07,The Tournament,Le tournoi,2015,83,"Drama,Sport",Filmes Médios
Brazil,2023-05-07,The Lodge,The Lodge,2014,73,"Animation,Drama,Fantasy",Filmes Médios
Brazil,2023-05-07,The Lodge,The Lodge,2014,71,Horror,Filmes Médios
Brazil,2023-05-07,The Lodge,The Lodge,2019,108,"Drama,Horror,Mystery",Filmes Longos
Brazil,2023-05-07,"Kiss, Kiss!","Gorzko, gorzko!",2022,107,"Comedy,Romance",Filmes Longos
Brazil,2023-05-07,The Last Stand,The Last Stand,2022,54,Documentary,Filmes Médios
Brazil,2023-05-07,The Father,The Father,2020,97,"Drama,Mystery",Filmes Médios
Brazil,2023-05-07,The Father,Bashtata,2019,87,"Comedy,Drama",Filmes Médios
Brazil,2023-05-07,The Father,Al Ab,2015,,Drama,
Brazil,2023-05-07,The Father,The Father,2020,116,Drama,Filmes Longos
Brazil,2023-05-07,The Father,The Father,2018,15,Mystery,Filmes Curtos
Brazil,2023-04-30,Wind River,Wind River,2017,107,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-04-30,"Kiss, Kiss!","Gorzko, gorzko!",2022,107,"Comedy,Romance",Filmes Longos
Brazil,2023-04-30,Let Him Go,Let Him Go,2020,113,"Crime,Drama,Thriller",Filmes Longos
Brazil,2023-04-30,Trolls World Tour,Trolls World Tour,2020,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-04-23,Let Him Go,Let Him Go,2020,113,"Crime,Drama,Thriller",Filmes Longos
Brazil,2023-04-23,Trolls World Tour,Trolls World Tour,2020,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-04-16,Trolls World Tour,Trolls World Tour,2020,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-04-16,The Glass Castle,The Glass Castle,2017,127,"Biography,Drama",Filmes Longos
Brazil,2023-04-16,Patriots Day,Patriots Day,2016,133,"Action,Crime,Drama",Filmes Longos
Brazil,2023-04-09,Patriots Day,Patriots Day,2016,133,"Action,Crime,Drama",Filmes Longos
Brazil,2023-04-09,Power Rangers,Power Rangers,2017,124,"Action,Adventure,Fantasy",Filmes Longos
Brazil,2023-04-09,Murder Mystery,Murder Mystery,2019,97,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-04-09,The Glass Castle,The Glass Castle,2017,127,"Biography,Drama",Filmes Longos
Brazil,2023-04-02,Murder Mystery,Murder Mystery,2019,97,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-04-02,Power Rangers,Power Rangers,2017,124,"Action,Adventure,Fantasy",Filmes Longos
Brazil,2023-04-02,Johnny,Johnny,2021,107,Drama,Filmes Longos
Brazil,2023-04-02,Johnny,Johnny,2022,119,"Biography,Drama",Filmes Longos
Brazil,2023-04-02,Johnny,Johnny,2014,80,"Crime,Drama",Filmes Médios
Brazil,2023-04-02,Johnny,Johnny,2018,128,"Action,Crime,Drama",Filmes Longos
Brazil,2023-04-02,Patriots Day,Patriots Day,2016,133,"Action,Crime,Drama",Filmes Longos
Brazil,2023-03-26,Still Time,Era ora,2022,109,"Comedy,Drama",Filmes Longos
Brazil,2023-03-26,Johnny,Johnny,2021,107,Drama,Filmes Longos
Brazil,2023-03-26,Johnny,Johnny,2022,119,"Biography,Drama",Filmes Longos
Brazil,2023-03-26,Johnny,Johnny,2014,80,"Crime,Drama",Filmes Médios
Brazil,2023-03-26,Johnny,Johnny,2018,128,"Action,Crime,Drama",Filmes Longos
Brazil,2023-03-26,Furies,Furies,2022,109,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-03-19,Still Time,Era ora,2022,109,"Comedy,Drama",Filmes Longos
Brazil,2023-03-12,The Thing,The Thing,2024,,Horror,
Brazil,2023-03-05,Bad Boys for Life,Bad Boys for Life,2020,124,"Action,Comedy,Crime",Filmes Longos
Brazil,2023-03-05,Army of One,Army of One,2016,92,"Biography,Comedy,Crime",Filmes Médios
Brazil,2023-03-05,Army of One,Army of One,2020,87,Action,Filmes Médios
Brazil,2023-02-26,Army of One,Army of One,2016,92,"Biography,Comedy,Crime",Filmes Médios
Brazil,2023-02-26,Army of One,Army of One,2020,87,Action,Filmes Médios
Brazil,2023-02-26,Bad Boys for Life,Bad Boys for Life,2020,124,"Action,Comedy,Crime",Filmes Longos
Brazil,2023-02-26,Jurassic World,Jurassic World,2015,124,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2023-02-19,Bloodshot,Bloodshot,2020,109,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2023-02-19,Sniper: Ultimate Kill,Sniper: Ultimate Kill,2017,90,"Action,Drama,Thriller",Filmes Médios
Brazil,2023-02-19,Jurassic World,Jurassic World,2015,124,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2023-02-12,Bloodshot,Bloodshot,2020,109,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2023-02-12,Viking Wolf,Vikingulven,2022,97,"Horror,Thriller",Filmes Médios
Brazil,2023-02-12,Sniper: Ultimate Kill,Sniper: Ultimate Kill,2017,90,"Action,Drama,Thriller",Filmes Médios
Brazil,2023-02-05,Viking Wolf,Vikingulven,2022,97,"Horror,Thriller",Filmes Médios
Brazil,2023-02-05,Bloodshot,Bloodshot,2020,109,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2023-02-05,The Price of Family,Natale a tutti i costi,2022,90,Comedy,Filmes Médios
Brazil,2023-01-29,The Price of Family,Natale a tutti i costi,2022,90,Comedy,Filmes Médios
Brazil,2023-01-29,A Quiet Place Part II,A Quiet Place Part II,2020,97,"Drama,Horror,Sci-Fi",Filmes Médios
Brazil,2023-01-29,Jumanji: The Next Level,Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-01-22,A Quiet Place Part II,A Quiet Place Part II,2020,97,"Drama,Horror,Sci-Fi",Filmes Médios
Brazil,2023-01-22,The Pale Blue Eye,The Pale Blue Eye,2022,128,"Crime,Horror,Mystery",Filmes Longos
Brazil,2023-01-22,Jumanji: The Next Level,Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-01-15,The Pale Blue Eye,The Pale Blue Eye,2022,128,"Crime,Horror,Mystery",Filmes Longos
Brazil,2023-01-15,A Quiet Place Part II,A Quiet Place Part II,2020,97,"Drama,Horror,Sci-Fi",Filmes Médios
Brazil,2023-01-15,Jumanji: The Next Level,Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-01-15,The Raid 2,Serbuan maut 2: Berandal,2014,150,"Action,Crime,Thriller",Filmes Muito Longos
Brazil,2023-01-08,Jumanji: The Next Level,Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-01-08,The Pale Blue Eye,The Pale Blue Eye,2022,128,"Crime,Horror,Mystery",Filmes Longos
Brazil,2023-01-08,Vengeance,Vengeance,2020,74,Crime,Filmes Médios
Brazil,2023-01-08,Vengeance,Vengeance,2022,107,"Comedy,Music,Mystery",Filmes Longos
Brazil,2023-01-08,Vengeance,Vengeance,2021,,Drama,
Brazil,2023-01-08,Vengeance,Vengeance,2022,,Drama,
Brazil,2023-01-08,Vengeance,Vengeance,2016,,Action,
Brazil,2023-01-08,Vengeance,Vengeance,2016,90,Thriller,Filmes Médios
Brazil,2023-01-08,The Raid 2,Serbuan maut 2: Berandal,2014,150,"Action,Crime,Thriller",Filmes Muito Longos
Brazil,2023-01-08,Ad Astra,Ad Astra,2019,123,"Adventure,Drama,Mystery",Filmes Longos
Brazil,2023-01-01,Hereditary,Hereditary,2018,127,"Drama,Horror,Mystery",Filmes Longos
Brazil,2023-01-01,Knives Out,Knives Out,2016,90,Drama,Filmes Médios
Brazil,2023-01-01,Knives Out,Knives Out,2019,130,"Comedy,Crime,Drama",Filmes Longos
Brazil,2023-01-01,Jumanji: The Next Level,Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-01-01,How the Grinch Stole Christmas,How the Grinch Stole Christmas,2019,105,\N,Filmes Longos
Brazil,2022-12-25,Hereditary,Hereditary,2018,127,"Drama,Horror,Mystery",Filmes Longos
Brazil,2022-12-25,How the Grinch Stole Christmas,How the Grinch Stole Christmas,2019,105,\N,Filmes Longos
Brazil,2022-12-18,Oblivion,Oblivion,2018,,\N,
Brazil,2022-12-11,Hunter Killer,Hunter Killer,2018,121,"Action,Thriller",Filmes Longos
Brazil,2022-12-04,Hunter Killer,Hunter Killer,2018,121,"Action,Thriller",Filmes Longos
Brazil,2022-11-06,War,Guerra,2020,105,Drama,Filmes Longos
Brazil,2022-11-06,War,Chrieg,2014,106,Drama,Filmes Longos
Brazil,2022-11-06,War,War,2019,151,"Action,Adventure,Thriller",Filmes Muito Longos
Brazil,2022-10-30,Sing,Sing,2016,108,"Animation,Comedy,Family",Filmes Longos
Brazil,2022-10-23,Black and Blue,Black and Blue,2017,110,Documentary,Filmes Longos
Brazil,2022-10-23,Black and Blue,Black and Blue,2019,108,"Action,Thriller",Filmes Longos
Brazil,2022-10-23,Charlie's Angels,Charlie's Angels,2019,118,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-10-23,Sing,Sing,2016,108,"Animation,Comedy,Family",Filmes Longos
Brazil,2022-10-16,Sing,Sing,2016,108,"Animation,Comedy,Family",Filmes Longos
Brazil,2022-10-16,Running with the Devil,Running with the Devil,2019,100,"Crime,Drama,Thriller",Filmes Longos
Brazil,2022-10-16,Black and Blue,Black and Blue,2017,110,Documentary,Filmes Longos
Brazil,2022-10-16,Black and Blue,Black and Blue,2019,108,"Action,Thriller",Filmes Longos
Brazil,2022-10-09,Marauders,Marauders,2016,107,"Action,Crime,Thriller",Filmes Longos
Brazil,2022-10-09,Sing,Sing,2016,108,"Animation,Comedy,Family",Filmes Longos
Brazil,2022-10-09,The Hunt,The Hunt,2021,92,Horror,Filmes Médios
Brazil,2022-10-09,The Hunt,The Hunt,2016,100,"Action,Drama,Thriller",Filmes Longos
Brazil,2022-10-09,The Hunt,Sanyang,2016,93,Thriller,Filmes Médios
Brazil,2022-10-09,The Hunt,The Hunt,2020,90,"Action,Horror,Thriller",Filmes Médios
Brazil,2022-10-09,Trial by Fire,Trial by Fire,2018,127,"Biography,Drama",Filmes Longos
Brazil,2022-10-09,Trial by Fire,Trial by Fire,2017,,Documentary,
Brazil,2022-10-02,Marauders,Marauders,2016,107,"Action,Crime,Thriller",Filmes Longos
Brazil,2022-10-02,The Hunt,The Hunt,2021,92,Horror,Filmes Médios
Brazil,2022-10-02,The Hunt,The Hunt,2016,100,"Action,Drama,Thriller",Filmes Longos
Brazil,2022-10-02,The Hunt,Sanyang,2016,93,Thriller,Filmes Médios
Brazil,2022-10-02,The Hunt,The Hunt,2020,90,"Action,Horror,Thriller",Filmes Médios
Brazil,2022-09-25,Dolittle,Dolittle,2020,101,"Adventure,Comedy,Family",Filmes Longos
Brazil,2022-09-25,The Invisible Man,The Invisible Man,2020,124,"Drama,Horror,Mystery",Filmes Longos
Brazil,2022-09-25,The Invisible Man,The Invisible Man,2018,,"Horror,Thriller",
Brazil,2022-09-25,The Invisible Man,The Invisible Man,2017,88,Sci-Fi,Filmes Médios
Brazil,2022-09-18,The Invisible Man,The Invisible Man,2020,124,"Drama,Horror,Mystery",Filmes Longos
Brazil,2022-09-18,The Invisible Man,The Invisible Man,2018,,"Horror,Thriller",
Brazil,2022-09-18,The Invisible Man,The Invisible Man,2017,88,Sci-Fi,Filmes Médios
Brazil,2022-09-18,Dolittle,Dolittle,2020,101,"Adventure,Comedy,Family",Filmes Longos
Brazil,2022-09-18,Triple 9,Triple 9,2016,115,"Action,Crime,Drama",Filmes Longos
Brazil,2022-09-18,Baby Boy,Baby Boy,2017,,Drama,
Brazil,2022-09-11,Triple 9,Triple 9,2016,115,"Action,Crime,Drama",Filmes Longos
Brazil,2022-08-28,The Mummy,The Mummy,2017,111,"Action,Adventure,Fantasy",Filmes Longos
Brazil,2022-08-28,The Mummy,The Mummy,2023,47,Documentary,Filmes Curtos
